Node_No,X,Y,Z,Total Deformation
7191,0.0221,0.0023,0.0000,0.0222
7192,0.0248,-0.0111,0.0000,0.0272
7193,0.0289,0.0041,0.0000,0.0292
7194,0.0040,0.0133,0.0000,0.0139
7195,0.0043,-0.0132,0.0000,0.0139
7196,0.0295,0.0016,0.0000,0.0296
7197,0.0149,0.0141,0.0000,0.0205
7198,0.0258,0.0038,0.0000,0.0261
7199,-0.0039,-0.0130,0.0000,0.0136
7200,-0.0041,0.0132,0.0000,0.0138
7201,0.0196,-0.0005,0.0000,0.0196
7202,0.0190,0.0088,0.0000,0.0209
7203,0.0259,-0.0092,0.0000,0.0275
7204,-0.0110,-0.0086,0.0000,0.0139
7205,-0.0108,0.0086,0.0000,0.0138
7206,0.0208,0.0058,0.0000,0.0216
7207,0.0208,-0.0113,0.0000,0.0236
7208,0.0237,0.0008,0.0000,0.0237
7209,0.0298,-0.0025,0.0000,0.0299
7210,-0.0136,0.0003,0.0000,0.0136
7211,0.0007,-0.0202,0.0000,0.0202
7212,0.0189,0.0130,0.0000,0.0229
7213,0.0146,-0.0150,0.0000,0.0209
7214,0.0230,-0.0030,0.0000,0.0232
7215,0.0132,-0.0014,0.0000,0.0133
7216,0.0028,0.0199,0.0000,0.0201
7217,-0.0156,0.0038,0.0000,0.0160
7218,-0.0156,-0.0020,0.0000,0.0157
7219,0.0198,-0.0071,0.0000,0.0211
7220,0.0104,0.0071,0.0000,0.0126
7221,0.0114,0.0091,0.0000,0.0146
7222,0.0161,0.0052,0.0000,0.0169
7223,0.0106,-0.0074,0.0000,0.0129
7224,0.0098,-0.0112,0.0000,0.0148
7225,0.0154,0.0103,0.0000,0.0185
7226,0.0175,-0.0137,0.0000,0.0223
7227,0.0167,0.0021,0.0000,0.0168
7228,0.0140,-0.0096,0.0000,0.0170
7229,-0.0022,-0.0189,0.0000,0.0190
7230,-0.0031,-0.0204,0.0000,0.0206
7231,-0.0030,0.0168,0.0000,0.0170
7232,-0.0140,-0.0097,0.0000,0.0170
7233,-0.0161,0.0096,0.0000,0.0188
7234,-0.0174,0.0112,0.0000,0.0207
7235,-0.0183,-0.0046,0.0000,0.0189
7236,0.0060,-0.0134,0.0000,0.0147
7237,-0.0032,0.0199,0.0000,0.0202
7238,-0.0169,-0.0111,0.0000,0.0202
7239,0.0107,0.0118,0.0000,0.0159
7240,-0.0128,-0.0159,0.0000,0.0204
7241,-0.0127,-0.0138,0.0000,0.0187
7242,-0.0128,0.0159,0.0000,0.0204
7243,-0.0119,0.0120,0.0000,0.0169
7244,0.0113,-0.0044,0.0000,0.0121
7245,0.0145,0.0011,0.0000,0.0145
7246,-0.0080,0.0166,0.0000,0.0184
7247,-0.0080,-0.0166,0.0000,0.0184
7248,0.0305,0.0068,0.0000,0.0312
7249,0.0067,0.0139,0.0000,0.0155
7250,0.0168,-0.0091,0.0000,0.0191
7251,0.0320,-0.0016,0.0000,0.0320
7252,0.0051,-0.0116,0.0000,0.0126
7253,0.0158,-0.0040,0.0000,0.0163
7254,-0.0017,-0.0161,0.0000,0.0161
7255,-0.0105,-0.0119,0.0000,0.0159
7256,0.0283,0.0061,0.0000,0.0289
7257,0.0197,0.0031,0.0000,0.0199
7258,0.0073,0.0162,0.0000,0.0177
7259,-0.0016,0.0150,0.0000,0.0151
7260,0.0259,-0.0004,0.0000,0.0259
7261,0.0260,-0.0061,0.0000,0.0267
7262,0.0110,-0.0172,0.0000,0.0204
7263,0.0108,0.0173,0.0000,0.0204
7264,0.0225,-0.0100,0.0000,0.0246
7265,0.0040,0.0174,0.0000,0.0178
7266,0.0117,0.0002,0.0000,0.0117
7267,0.0167,0.0159,0.0000,0.0231
7268,0.0032,-0.0180,0.0000,0.0182
7269,-0.0222,-0.0008,0.0000,0.0222
7270,-0.0101,0.0112,0.0000,0.0151
7271,-0.0116,0.0061,0.0000,0.0131
7272,-0.0116,-0.0061,0.0000,0.0131
7273,0.0025,-0.0150,0.0000,0.0152
7274,0.0224,0.0047,0.0000,0.0229
7275,0.0016,0.0222,0.0000,0.0222
7276,-0.0221,0.0035,0.0000,0.0223
7277,-0.0224,-0.0029,0.0000,0.0226
7278,0.0122,-0.0099,0.0000,0.0158
7279,0.0062,0.0120,0.0000,0.0135
7280,0.0091,-0.0160,0.0000,0.0184
7281,0.0025,-0.0220,0.0000,0.0221
7282,0.0163,-0.0165,0.0000,0.0232
7283,-0.0176,0.0029,0.0000,0.0179
7284,-0.0177,-0.0132,0.0000,0.0221
7285,-0.0048,0.0219,0.0000,0.0224
7286,0.0069,-0.0210,0.0000,0.0221
7287,0.0207,0.0118,0.0000,0.0238
7288,0.0022,0.0151,0.0000,0.0153
7289,0.0315,0.0044,0.0000,0.0318
7290,0.0212,-0.0136,0.0000,0.0251
7291,0.0261,0.0062,0.0000,0.0268
7292,0.0092,0.0088,0.0000,0.0127
7293,0.0069,-0.0168,0.0000,0.0181
7294,-0.0086,0.0204,0.0000,0.0221
7295,-0.0086,-0.0204,0.0000,0.0221
7296,0.0104,0.0036,0.0000,0.0110
7297,0.0028,0.0113,0.0000,0.0117
7298,0.0322,0.0018,0.0000,0.0322
7299,0.0306,-0.0058,0.0000,0.0312
7300,0.0031,-0.0113,0.0000,0.0117
7301,0.0120,0.0055,0.0000,0.0132
7302,0.0080,0.0211,0.0000,0.0225
7303,-0.0057,0.0120,0.0000,0.0133
7304,-0.0057,-0.0121,0.0000,0.0133
7305,-0.0125,-0.0017,0.0000,0.0126
7306,0.0292,-0.0077,0.0000,0.0302
7307,-0.0148,0.0169,0.0000,0.0225
7308,-0.0149,-0.0168,0.0000,0.0224
7309,0.0246,0.0096,0.0000,0.0264
7310,-0.0177,0.0006,0.0000,0.0177
7311,0.0264,-0.0042,0.0000,0.0267
7312,0.0175,-0.0010,0.0000,0.0175
7313,-0.0156,0.0113,0.0000,0.0193
7314,-0.0044,-0.0187,0.0000,0.0192
7315,-0.0029,0.0114,0.0000,0.0117
7316,-0.0028,-0.0112,0.0000,0.0116
7317,-0.0064,-0.0212,0.0000,0.0221
7318,-0.0168,0.0145,0.0000,0.0222
7319,0.0148,0.0075,0.0000,0.0166
7320,0.0061,0.0180,0.0000,0.0190
7321,0.0209,0.0098,0.0000,0.0231
7322,0.0174,-0.0051,0.0000,0.0181
7323,0.0135,-0.0041,0.0000,0.0141
7324,-0.0088,0.0074,0.0000,0.0115
7325,-0.0089,-0.0075,0.0000,0.0116
7326,0.0232,-0.0124,0.0000,0.0262
7327,0.0212,-0.0018,0.0000,0.0212
7328,-0.0107,0.0024,0.0000,0.0110
7329,-0.0147,0.0019,0.0000,0.0148
7330,-0.0125,-0.0189,0.0000,0.0226
7331,-0.0125,0.0188,0.0000,0.0226
7332,0.0038,0.0220,0.0000,0.0223
7333,0.0191,0.0046,0.0000,0.0196
7334,0.0146,0.0177,0.0000,0.0230
7335,0.0185,-0.0102,0.0000,0.0211
7336,0.0218,-0.0079,0.0000,0.0232
7337,-0.0137,-0.0118,0.0000,0.0181
7338,-0.0051,0.0175,0.0000,0.0182
7339,-0.0053,-0.0172,0.0000,0.0180
7340,0.0134,0.0097,0.0000,0.0165
7341,0.0003,-0.0223,0.0000,0.0223
7342,-0.0202,-0.0094,0.0000,0.0223
7343,-0.0203,0.0094,0.0000,0.0224
7344,0.0258,0.0017,0.0000,0.0258
7345,0.0240,0.0031,0.0000,0.0242
7346,0.0051,-0.0173,0.0000,0.0180
7347,0.0110,0.0153,0.0000,0.0188
7348,0.0047,-0.0218,0.0000,0.0223
7349,0.0073,-0.0082,0.0000,0.0110
7350,0.0151,0.0122,0.0000,0.0194
7351,0.0319,-0.0039,0.0000,0.0321
7352,0.0168,0.0136,0.0000,0.0217
7353,0.0109,-0.0195,0.0000,0.0224
7354,0.0123,0.0184,0.0000,0.0221
7355,0.0190,-0.0125,0.0000,0.0227
7356,-0.0163,-0.0155,0.0000,0.0225
7357,0.0156,-0.0131,0.0000,0.0204
7358,0.0149,-0.0114,0.0000,0.0187
7359,0.0277,0.0006,0.0000,0.0277
7360,0.0296,-0.0005,0.0000,0.0296
7361,0.0189,0.0108,0.0000,0.0217
7362,0.0108,-0.0015,0.0000,0.0109
7363,0.0243,0.0054,0.0000,0.0249
7364,-0.0216,-0.0059,0.0000,0.0224
7365,-0.0219,0.0059,0.0000,0.0227
7366,-0.0168,-0.0077,0.0000,0.0185
7367,-0.0168,0.0077,0.0000,0.0185
7368,-0.0194,-0.0116,0.0000,0.0226
7369,-0.0001,0.0183,0.0000,0.0183
7370,0.0073,-0.0148,0.0000,0.0165
7371,-0.0026,0.0224,0.0000,0.0226
7372,-0.0177,-0.0022,0.0000,0.0178
7373,0.0245,-0.0046,0.0000,0.0249
7374,0.0113,-0.0149,0.0000,0.0187
7375,-0.0114,0.0004,0.0000,0.0114
7376,-0.0158,-0.0039,0.0000,0.0163
7377,0.0061,0.0216,0.0000,0.0224
7378,0.0097,0.0203,0.0000,0.0225
7379,0.0245,0.0075,0.0000,0.0256
7380,0.0184,0.0150,0.0000,0.0237
7381,0.0283,0.0093,0.0000,0.0298
7382,-0.0196,0.0033,0.0000,0.0199
7383,0.0094,-0.0090,0.0000,0.0130
7384,0.0182,0.0008,0.0000,0.0182
7385,-0.0021,0.0131,0.0000,0.0133
7386,-0.0020,-0.0128,0.0000,0.0130
7387,0.0244,-0.0015,0.0000,0.0245
7388,0.0137,-0.0182,0.0000,0.0228
7389,-0.0108,-0.0200,0.0000,0.0227
7390,-0.0108,0.0200,0.0000,0.0227
7391,0.0091,-0.0209,0.0000,0.0228
7392,-0.0203,-0.0041,0.0000,0.0207
7393,0.0117,-0.0117,0.0000,0.0165
7394,-0.0106,0.0130,0.0000,0.0167
7395,-0.0082,-0.0182,0.0000,0.0199
7396,-0.0081,0.0182,0.0000,0.0199
7397,0.0195,-0.0050,0.0000,0.0201
7398,0.0195,-0.0147,0.0000,0.0244
7399,0.0191,0.0068,0.0000,0.0203
7400,-0.0075,-0.0130,0.0000,0.0150
7401,-0.0073,0.0132,0.0000,0.0151
7402,0.0268,0.0105,0.0000,0.0288
7403,0.0054,0.0098,0.0000,0.0112
7404,0.0007,0.0202,0.0000,0.0202
7405,0.0098,0.0051,0.0000,0.0110
7406,0.0207,0.0138,0.0000,0.0249
7407,0.0209,0.0079,0.0000,0.0223
7408,-0.0004,0.0224,0.0000,0.0224
7409,0.0137,0.0061,0.0000,0.0150
7410,0.0026,-0.0198,0.0000,0.0200
7411,0.0184,-0.0083,0.0000,0.0201
7412,0.0227,0.0089,0.0000,0.0244
7413,-0.0066,0.0212,0.0000,0.0222
7414,0.0067,-0.0188,0.0000,0.0200
7415,0.0173,0.0095,0.0000,0.0198
7416,-0.0102,-0.0051,0.0000,0.0114
7417,-0.0102,0.0051,0.0000,0.0114
7418,0.0160,0.0003,0.0000,0.0160
7419,0.0095,-0.0056,0.0000,0.0110
7420,-0.0053,-0.0097,0.0000,0.0111
7421,-0.0053,0.0097,0.0000,0.0111
7422,-0.0195,0.0112,0.0000,0.0225
7423,-0.0019,-0.0224,0.0000,0.0225
7424,0.0005,-0.0111,0.0000,0.0111
7425,0.0009,0.0109,0.0000,0.0109
7426,-0.0185,0.0131,0.0000,0.0227
7427,-0.0042,-0.0223,0.0000,0.0227
7428,0.0205,0.0020,0.0000,0.0206
7429,0.0091,0.0123,0.0000,0.0153
7430,-0.0169,0.0046,0.0000,0.0175
7431,0.0149,0.0028,0.0000,0.0152
7432,-0.0031,-0.0173,0.0000,0.0176
7433,-0.0142,0.0098,0.0000,0.0173
7434,-0.0104,-0.0030,0.0000,0.0108
7435,0.0028,-0.0134,0.0000,0.0137
7436,0.0026,0.0136,0.0000,0.0138
7437,-0.0142,-0.0049,0.0000,0.0150
7438,-0.0142,0.0049,0.0000,0.0150
7439,0.0071,0.0085,0.0000,0.0111
7440,-0.0185,0.0046,0.0000,0.0191
7441,0.0088,-0.0123,0.0000,0.0151
7442,-0.0071,-0.0085,0.0000,0.0111
7443,-0.0072,0.0083,0.0000,0.0110
7444,0.0006,-0.0150,0.0000,0.0150
7445,0.0003,0.0151,0.0000,0.0151
7446,0.0059,-0.0097,0.0000,0.0114
7447,0.0118,0.0107,0.0000,0.0159
7448,0.0081,0.0071,0.0000,0.0108
7449,0.0277,-0.0098,0.0000,0.0293
7450,-0.0221,0.0012,0.0000,0.0221
7451,-0.0210,0.0077,0.0000,0.0224
7452,-0.0210,-0.0077,0.0000,0.0224
7453,-0.0009,0.0166,0.0000,0.0166
7454,0.0175,0.0059,0.0000,0.0185
7455,-0.0050,0.0195,0.0000,0.0202
7456,-0.0156,-0.0123,0.0000,0.0199
7457,0.0251,0.0116,0.0000,0.0277
7458,-0.0127,0.0138,0.0000,0.0187
7459,-0.0110,0.0148,0.0000,0.0184
7460,-0.0110,-0.0149,0.0000,0.0185
7461,0.0233,-0.0084,0.0000,0.0247
7462,-0.0093,0.0096,0.0000,0.0133
7463,-0.0093,-0.0096,0.0000,0.0133
7464,0.0069,-0.0118,0.0000,0.0136
7465,0.0092,0.0158,0.0000,0.0183
7466,-0.0128,0.0022,0.0000,0.0130
7467,0.0247,-0.0079,0.0000,0.0260
7468,0.0112,0.0133,0.0000,0.0174
7469,-0.0176,0.0062,0.0000,0.0187
7470,-0.0149,0.0078,0.0000,0.0168
7471,-0.0148,-0.0077,0.0000,0.0167
7472,-0.0010,-0.0178,0.0000,0.0178
7473,0.0018,0.0182,0.0000,0.0183
7474,0.0151,-0.0079,0.0000,0.0171
7475,0.0165,-0.0024,0.0000,0.0166
7476,0.0237,0.0126,0.0000,0.0268
7477,0.0038,-0.0162,0.0000,0.0166
7478,0.0129,0.0147,0.0000,0.0195
7479,0.0148,-0.0172,0.0000,0.0227
7480,-0.0200,0.0000,0.0000,0.0200
7481,-0.0187,-0.0078,0.0000,0.0202
7482,-0.0189,0.0077,0.0000,0.0204
7483,-0.0011,0.0110,0.0000,0.0111
7484,-0.0011,-0.0110,0.0000,0.0111
7485,-0.0141,-0.0030,0.0000,0.0145
7486,0.0280,-0.0035,0.0000,0.0282
7487,0.0214,-0.0037,0.0000,0.0217
7488,0.0066,0.0196,0.0000,0.0207
7489,-0.0092,-0.0113,0.0000,0.0146
7490,-0.0162,0.0018,0.0000,0.0163
7491,-0.0205,0.0044,0.0000,0.0210
7492,-0.0096,-0.0160,0.0000,0.0186
7493,-0.0096,0.0160,0.0000,0.0186
7494,0.0296,-0.0044,0.0000,0.0299
7495,0.0179,-0.0065,0.0000,0.0190
7496,-0.0020,0.0183,0.0000,0.0184
7497,-0.0158,-0.0093,0.0000,0.0183
7498,0.0111,0.0020,0.0000,0.0113
7499,0.0179,-0.0158,0.0000,0.0238
7500,0.0120,-0.0067,0.0000,0.0138
7501,0.0011,-0.0183,0.0000,0.0184
7502,-0.0104,-0.0012,0.0000,0.0105
7503,0.0182,0.0026,0.0000,0.0184
7504,0.0266,-0.0111,0.0000,0.0288
7505,0.0197,0.0146,0.0000,0.0245
7506,0.0145,0.0046,0.0000,0.0152
7507,-0.0177,-0.0062,0.0000,0.0187
7508,0.0025,0.0166,0.0000,0.0168
7509,0.0208,0.0038,0.0000,0.0211
7510,0.0134,0.0113,0.0000,0.0175
7511,0.0228,-0.0011,0.0000,0.0228
7512,0.0263,-0.0023,0.0000,0.0264
7513,0.0133,-0.0110,0.0000,0.0172
7514,-0.0108,-0.0101,0.0000,0.0148
7515,-0.0143,-0.0013,0.0000,0.0144
7516,0.0273,0.0046,0.0000,0.0277
7517,-0.0048,-0.0205,0.0000,0.0210
7518,-0.0168,0.0126,0.0000,0.0210
7519,0.0131,0.0015,0.0000,0.0132
7520,-0.0089,0.0123,0.0000,0.0152
7521,0.0128,-0.0145,0.0000,0.0194
7522,-0.0026,-0.0143,0.0000,0.0146
7523,0.0144,-0.0026,0.0000,0.0147
7524,-0.0188,-0.0029,0.0000,0.0190
7525,0.0263,-0.0076,0.0000,0.0273
7526,0.0162,0.0069,0.0000,0.0176
7527,0.0295,0.0081,0.0000,0.0306
7528,0.0146,0.0158,0.0000,0.0215
7529,-0.0053,0.0139,0.0000,0.0149
7530,-0.0053,-0.0139,0.0000,0.0149
7531,0.0020,-0.0165,0.0000,0.0166
7532,0.0163,-0.0148,0.0000,0.0220
7533,0.0147,-0.0052,0.0000,0.0156
7534,0.0015,-0.0138,0.0000,0.0139
7535,-0.0174,-0.0035,0.0000,0.0178
7536,0.0160,0.0085,0.0000,0.0181
7537,0.0086,-0.0071,0.0000,0.0111
7538,0.0046,0.0118,0.0000,0.0126
7539,0.0016,-0.0123,0.0000,0.0124
7540,0.0307,0.0054,0.0000,0.0312
7541,0.0077,-0.0133,0.0000,0.0153
7542,-0.0042,-0.0112,0.0000,0.0120
7543,-0.0043,0.0113,0.0000,0.0121
7544,0.0015,0.0125,0.0000,0.0126
7545,0.0111,-0.0090,0.0000,0.0143
7546,0.0276,-0.0083,0.0000,0.0289
7547,0.0226,-0.0049,0.0000,0.0231
7548,-0.0105,-0.0068,0.0000,0.0125
7549,-0.0105,0.0068,0.0000,0.0125
7550,0.0123,-0.0029,0.0000,0.0126
7551,-0.0141,0.0035,0.0000,0.0145
7552,-0.0169,-0.0049,0.0000,0.0176
7553,-0.0139,0.0120,0.0000,0.0183
7554,0.0099,0.0105,0.0000,0.0144
7555,-0.0136,0.0178,0.0000,0.0224
7556,-0.0136,-0.0176,0.0000,0.0223
7557,-0.0157,0.0157,0.0000,0.0222
7558,-0.0129,-0.0085,0.0000,0.0155
7559,-0.0129,0.0085,0.0000,0.0155
7560,0.0157,0.0169,0.0000,0.0231
7561,0.0311,0.0003,0.0000,0.0311
7562,-0.0080,0.0152,0.0000,0.0171
7563,-0.0080,-0.0152,0.0000,0.0171
7564,0.0326,0.0001,0.0000,0.0326
7565,0.0217,-0.0064,0.0000,0.0226
7566,0.0043,-0.0097,0.0000,0.0106
7567,-0.0151,-0.0109,0.0000,0.0186
7568,-0.0037,0.0184,0.0000,0.0187
7569,-0.0004,-0.0192,0.0000,0.0192
7570,0.0157,-0.0102,0.0000,0.0187
7571,-0.0094,0.0186,0.0000,0.0209
7572,0.0145,0.0088,0.0000,0.0170
7573,0.0193,0.0019,0.0000,0.0194
7574,-0.0092,-0.0174,0.0000,0.0197
7575,0.0139,-0.0001,0.0000,0.0139
7576,-0.0170,-0.0012,0.0000,0.0170
7577,-0.0185,-0.0012,0.0000,0.0186
7578,-0.0108,-0.0132,0.0000,0.0170
7579,-0.0142,-0.0150,0.0000,0.0207
7580,-0.0142,0.0152,0.0000,0.0208
7581,0.0324,0.0034,0.0000,0.0326
7582,0.0038,-0.0149,0.0000,0.0154
7583,-0.0232,-0.0016,0.0000,0.0233
7584,0.0277,0.0076,0.0000,0.0287
7585,-0.0113,0.0164,0.0000,0.0199
7586,-0.0113,-0.0164,0.0000,0.0199
7587,0.0182,-0.0022,0.0000,0.0183
7588,0.0180,-0.0036,0.0000,0.0183
7589,0.0151,0.0061,0.0000,0.0162
7590,-0.0221,0.0047,0.0000,0.0226
7591,-0.0222,-0.0046,0.0000,0.0227
7592,-0.0094,-0.0127,0.0000,0.0158
7593,0.0112,-0.0059,0.0000,0.0126
7594,0.0089,0.0060,0.0000,0.0107
7595,0.0125,-0.0189,0.0000,0.0226
7596,0.0123,-0.0054,0.0000,0.0135
7597,0.0137,0.0184,0.0000,0.0229
7598,0.0112,0.0196,0.0000,0.0226
7599,0.0102,-0.0034,0.0000,0.0107
7600,0.0311,-0.0071,0.0000,0.0319
7601,-0.0129,0.0059,0.0000,0.0142
7602,-0.0130,-0.0059,0.0000,0.0142
7603,0.0081,0.0147,0.0000,0.0168
7604,-0.0103,0.0037,0.0000,0.0110
7605,0.0099,0.0185,0.0000,0.0210
7606,0.0106,-0.0128,0.0000,0.0166
7607,-0.0060,-0.0159,0.0000,0.0170
7608,-0.0060,0.0159,0.0000,0.0170
7609,-0.0068,0.0174,0.0000,0.0187
7610,-0.0034,-0.0100,0.0000,0.0105
7611,-0.0034,0.0100,0.0000,0.0105
7612,-0.0121,-0.0120,0.0000,0.0170
7613,-0.0092,0.0060,0.0000,0.0110
7614,-0.0094,-0.0061,0.0000,0.0112
7615,-0.0143,-0.0063,0.0000,0.0156
7616,-0.0143,0.0063,0.0000,0.0156
7617,0.0160,0.0035,0.0000,0.0164
7618,-0.0120,0.0072,0.0000,0.0140
7619,-0.0121,-0.0073,0.0000,0.0141
7620,0.0223,0.0132,0.0000,0.0259
7621,0.0041,0.0105,0.0000,0.0112
7622,0.0075,0.0125,0.0000,0.0145
7623,0.0053,0.0133,0.0000,0.0143
7624,-0.0167,-0.0025,0.0000,0.0169
7625,0.0034,0.0152,0.0000,0.0156
7626,0.0307,0.0030,0.0000,0.0308
7627,0.0201,-0.0028,0.0000,0.0203
7628,0.0168,-0.0076,0.0000,0.0184
7629,0.0017,-0.0111,0.0000,0.0112
7630,-0.0030,0.0003,-0.0060,0.0067
7631,0.0053,-0.0098,-0.0060,0.0127
7632,0.0053,0.0100,-0.0060,0.0129
7633,-0.0073,-0.0106,-0.0060,0.0142
7634,-0.0070,0.0108,-0.0060,0.0142
7635,-0.0135,-0.0010,-0.0060,0.0148
7636,0.0053,0.0001,-0.0060,0.0080
7637,0.0020,-0.0169,-0.0060,0.0180
7638,0.0125,0.0073,-0.0060,0.0157
7639,0.0125,-0.0069,-0.0060,0.0155
7640,0.0025,0.0170,-0.0060,0.0182
7641,-0.0174,0.0050,-0.0060,0.0190
7642,-0.0104,0.0046,-0.0060,0.0129
7643,-0.0142,-0.0113,-0.0060,0.0191
7644,0.0099,-0.0146,-0.0060,0.0186
7645,0.0101,0.0147,-0.0060,0.0188
7646,-0.0150,0.0100,-0.0060,0.0190
7647,0.0012,-0.0048,-0.0060,0.0078
7648,-0.0070,-0.0166,-0.0060,0.0190
7649,0.0012,0.0051,-0.0060,0.0080
7650,-0.0013,-0.0101,-0.0060,0.0118
7651,0.0116,0.0003,-0.0060,0.0131
7652,-0.0060,0.0173,-0.0060,0.0192
7653,-0.0008,0.0104,-0.0060,0.0121
7654,0.0165,-0.0119,-0.0060,0.0212
7655,0.0160,0.0118,-0.0060,0.0207
7656,-0.0177,-0.0048,-0.0060,0.0193
7657,-0.0049,-0.0051,-0.0060,0.0093
7658,-0.0110,0.0147,-0.0060,0.0194
7659,-0.0050,0.0055,-0.0060,0.0096
7660,-0.0104,-0.0057,-0.0060,0.0133
7661,-0.0082,-0.0004,-0.0060,0.0102
7662,0.0089,-0.0035,-0.0060,0.0113
7663,0.0092,0.0039,-0.0060,0.0117
7664,-0.0180,0.0002,-0.0060,0.0189
7665,-0.0105,-0.0139,-0.0060,0.0184
7666,-0.0039,-0.0134,-0.0060,0.0152
7667,-0.0021,-0.0169,-0.0060,0.0180
7668,-0.0016,0.0171,-0.0060,0.0182
7669,0.0050,-0.0197,-0.0060,0.0212
7670,0.0013,0.0005,-0.0060,0.0061
7671,0.0225,-0.0105,-0.0060,0.0255
7672,0.0225,0.0105,-0.0060,0.0255
7673,0.0060,-0.0157,-0.0060,0.0178
7674,-0.0044,0.0139,-0.0060,0.0158
7675,0.0054,0.0198,-0.0060,0.0213
7676,0.0050,0.0041,-0.0060,0.0088
7677,0.0113,0.0112,-0.0060,0.0170
7678,0.0048,-0.0042,-0.0060,0.0088
7679,0.0112,-0.0109,-0.0060,0.0167
7680,0.0037,-0.0131,-0.0060,0.0149
7681,0.0154,0.0046,-0.0060,0.0172
7682,-0.0108,0.0102,-0.0060,0.0161
7683,0.0064,0.0161,-0.0060,0.0183
7684,0.0181,-0.0081,-0.0060,0.0207
7685,0.0089,0.0087,-0.0060,0.0138
7686,0.0088,-0.0083,-0.0060,0.0135
7687,-0.0142,-0.0052,-0.0060,0.0163
7688,0.0037,0.0134,-0.0060,0.0152
7689,0.0185,0.0087,-0.0060,0.0213
7690,0.0008,-0.0204,-0.0060,0.0213
7691,-0.0166,-0.0078,-0.0060,0.0192
7692,0.0133,-0.0165,-0.0060,0.0220
7693,0.0002,-0.0135,-0.0060,0.0148
7694,0.0158,-0.0050,-0.0060,0.0176
7695,0.0130,0.0163,-0.0060,0.0216
7696,0.0082,-0.0192,-0.0060,0.0217
7697,-0.0001,0.0223,-0.0060,0.0231
7698,-0.0161,0.0029,-0.0060,0.0174
7699,-0.0039,-0.0220,-0.0060,0.0231
7700,-0.0149,0.0047,-0.0060,0.0167
7701,0.0074,0.0176,-0.0060,0.0200
7702,-0.0104,-0.0161,-0.0060,0.0200
7703,-0.0171,0.0140,-0.0060,0.0229
7704,-0.0173,0.0100,-0.0060,0.0209
7705,-0.0029,0.0193,-0.0060,0.0204
7706,-0.0222,0.0025,-0.0060,0.0231
7707,-0.0125,0.0008,-0.0060,0.0139
7708,-0.0090,0.0069,-0.0060,0.0128
7709,-0.0070,0.0020,-0.0060,0.0094
7710,-0.0119,-0.0109,-0.0060,0.0172
7711,0.0020,0.0147,-0.0060,0.0160
7712,-0.0203,-0.0006,-0.0060,0.0211
7713,-0.0152,-0.0132,-0.0060,0.0210
7714,-0.0088,0.0147,-0.0060,0.0181
7715,0.0069,-0.0114,-0.0060,0.0146
7716,-0.0112,0.0193,-0.0060,0.0231
7717,-0.0117,0.0064,-0.0060,0.0146
7718,0.0085,0.0134,-0.0060,0.0170
7719,0.0162,-0.0006,-0.0060,0.0172
7720,0.0134,0.0041,-0.0060,0.0153
7721,0.0026,-0.0064,-0.0060,0.0092
7722,-0.0038,-0.0067,-0.0060,0.0098
7723,-0.0019,-0.0013,-0.0060,0.0064
7724,-0.0175,-0.0095,-0.0060,0.0208
7725,-0.0074,-0.0123,-0.0060,0.0156
7726,-0.0023,0.0139,-0.0060,0.0153
7727,0.0040,0.0084,-0.0060,0.0111
7728,-0.0022,0.0088,-0.0060,0.0109
7729,-0.0002,0.0035,-0.0060,0.0070
7730,0.0075,0.0003,-0.0060,0.0096
7731,0.0010,-0.0102,-0.0060,0.0119
7732,-0.0054,-0.0102,-0.0060,0.0130
7733,-0.0124,0.0132,-0.0060,0.0191
7734,0.0183,-0.0129,-0.0060,0.0232
7735,0.0197,0.0147,-0.0060,0.0253
7736,0.0147,-0.0153,-0.0060,0.0220
7737,-0.0098,-0.0202,-0.0060,0.0232
7738,-0.0146,0.0169,-0.0060,0.0231
7739,-0.0193,0.0059,-0.0060,0.0210
7740,-0.0130,-0.0074,-0.0060,0.0161
7741,0.0169,0.0136,-0.0060,0.0225
7742,-0.0061,0.0210,-0.0060,0.0227
7743,0.0165,0.0081,-0.0060,0.0193
7744,0.0143,0.0147,-0.0060,0.0213
7745,0.0038,0.0203,-0.0060,0.0215
7746,0.0195,0.0127,-0.0060,0.0240
7747,0.0138,-0.0085,-0.0060,0.0173
7748,0.0150,0.0099,-0.0060,0.0190
7749,0.0061,-0.0055,-0.0060,0.0102
7750,0.0036,-0.0028,-0.0060,0.0076
7751,-0.0195,-0.0057,-0.0060,0.0212
7752,-0.0150,-0.0023,-0.0060,0.0163
7753,0.0077,0.0074,-0.0060,0.0123
7754,0.0025,0.0019,-0.0060,0.0068
7755,-0.0003,-0.0083,-0.0060,0.0102
7756,-0.0057,-0.0069,-0.0060,0.0108
7757,-0.0090,-0.0022,-0.0060,0.0110
7758,-0.0031,-0.0050,-0.0060,0.0084
7759,-0.0035,-0.0016,-0.0060,0.0071
7760,0.0112,0.0170,-0.0060,0.0212
7761,0.0135,-0.0138,-0.0060,0.0202
7762,0.0023,0.0125,-0.0060,0.0141
7763,0.0006,0.0067,-0.0060,0.0090
7764,-0.0015,0.0069,-0.0060,0.0093
7765,-0.0061,0.0089,-0.0060,0.0123
7766,-0.0043,0.0040,-0.0060,0.0084
7767,-0.0037,0.0124,-0.0060,0.0143
7768,0.0259,-0.0085,-0.0060,0.0279
